#  Iter.   M_avg.    U_Bind.    Susc.
    9721  0.198331  0.666665  0.000501
    9731  0.198332  0.666665  0.000501
    9741  0.198332  0.666665  0.000501
    9751  0.198332  0.666665  0.000501
    9761  0.198333  0.666665  0.000501
    9771  0.198333  0.666665  0.000501
    9781  0.198333  0.666665  0.000501
    9791  0.198333  0.666665  0.000501
    9801  0.198333  0.666665  0.000501
    9811  0.198333  0.666665  0.000501
    9821  0.198333  0.666665  0.000501
    9831  0.198333  0.666665  0.000501
    9841  0.198333  0.666665  0.000501
    9851  0.198333  0.666665  0.000501
    9861  0.198333  0.666665  0.000501
    9871  0.198333  0.666665  0.000501
    9881  0.198334  0.666665  0.000501
    9891  0.198334  0.666665  0.000501
    9901  0.198334  0.666665  0.000501
    9911  0.198334  0.666665  0.000501
    9921  0.198334  0.666665  0.000501
    9931  0.198334  0.666665  0.000501
    9941  0.198334  0.666665  0.000501
    9951  0.198334  0.666665  0.000501
    9961  0.198335  0.666665  0.000501
    9971  0.198335  0.666665  0.000501
    9981  0.198335  0.666665  0.000501
    9991  0.198335  0.666665  0.000501
    9001  0.199342  0.666666  0.000195
    9011  0.199341  0.666666  0.000195
    9021  0.199342  0.666666  0.000195
    9031  0.199342  0.666666  0.000195
    9041  0.199342  0.666666  0.000195
    9051  0.199342  0.666666  0.000195
    9061  0.199342  0.666666  0.000195
    9071  0.199342  0.666666  0.000195
    9081  0.199341  0.666666  0.000195
    9091  0.199341  0.666666  0.000195
    9101  0.199341  0.666666  0.000195
    9111  0.199341  0.666666  0.000195
    9121  0.199341  0.666666  0.000195
    9131  0.199341  0.666666  0.000195
    9141  0.199341  0.666666  0.000195
    9151  0.199341  0.666666  0.000195
    9161  0.199341  0.666666  0.000195
    9171  0.199341  0.666666  0.000195
    9181  0.199342  0.666666  0.000195
    9191  0.199342  0.666666  0.000195
    9201  0.199342  0.666666  0.000195
    9211  0.199342  0.666666  0.000195
    9221  0.199342  0.666666  0.000195
    9231  0.199342  0.666666  0.000195
    9241  0.199342  0.666666  0.000195
    9251  0.199342  0.666666  0.000195
    9261  0.199342  0.666666  0.000195
    9271  0.199342  0.666666  0.000195
    9281  0.199342  0.666666  0.000195
    9291  0.199342  0.666666  0.000195
    9301  0.199342  0.666666  0.000195
    9311  0.199342  0.666666  0.000195
    9321  0.199342  0.666666  0.000195
    9331  0.199342  0.666666  0.000195
    9341  0.199342  0.666666  0.000195
    9351  0.199342  0.666666  0.000195
    9361  0.199342  0.666666  0.000195
    9371  0.199342  0.666666  0.000195
    9381  0.199342  0.666666  0.000195
    9391  0.199342  0.666666  0.000195
    9401  0.199342  0.666666  0.000195
    9411  0.199342  0.666666  0.000195
    9421  0.199342  0.666666  0.000195
    9431  0.199342  0.666666  0.000195
    9441  0.199342  0.666666  0.000195
    9451  0.199342  0.666666  0.000195
    9461  0.199342  0.666666  0.000195
    9471  0.199342  0.666666  0.000195
